"domain";"phylum";"class";"order";"family";"genus";"species"
"OTU_77570";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA6082";NA
"OTU_7759";"Bacteria";"Patescibacteria";"ABY1";"BM507";"UBA12465";"UBA12465";NA
"OTU_776";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_7764";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Opitutus";NA
"OTU_7768";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"QHYU01";NA
"OTU_7770";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_778";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_7783";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_7784";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter";NA
"OTU_7790";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";"Planktophila";NA
"OTU_7792";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_7798";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_7799";"Bacteria";"Desulfobacterota";"Syntrophia";"Syntrophales";"Smithellaceae";NA;NA
"OTU_78";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_780";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"SCN-69-37";"SCN-69-37";NA
"OTU_7804";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_7805";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_7807";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"CSP1-4";"GWC2-73-18";NA
"OTU_7808";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_7809";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"VAZQ01";NA
"OTU_781";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"SM1A02";"UBA966";NA
"OTU_782";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_7827";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_7834";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";"Holophaga";NA
"OTU_7836";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_7837";"Bacteria";"Desulfobacterota_B";"Binatia";"UBA9968";"UBA9968";NA;NA
"OTU_7838";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_784";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_7845";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_7852";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_7859";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_786";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_7865";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"CSP1-4";NA;NA
"OTU_7867";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Palsa-1150";NA
"OTU_7868";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";"KS41";NA
"OTU_787";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Micrococcaceae";"Citricoccus";NA
"OTU_7875";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_7878";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_7879";"Bacteria";"Actinobacteriota";"Actinomycetia";"Streptosporangiales";"Streptosporangiaceae";NA;NA
"OTU_7880";"Bacteria";"Desulfobacterota_B";"Binatia";"UBA9968";"UBA9968";NA;NA
"OTU_7881";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Anaeromyxobacteraceae";"Anaeromyxobacter";NA
"OTU_78817";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_7882";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_78820";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";NA;NA
"OTU_78822";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_7884";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA6821";"UBA6821";NA
"OTU_78852";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_78857";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter";NA
"OTU_78860";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";NA;NA
"OTU_78861";"Bacteria";"Bdellovibrionota";"Bacteriovoracia";"Bacteriovoracales";"Bacteriovoracaceae";NA;NA
"OTU_78862";"Bacteria";"Bdellovibrionota";"Bacteriovoracia";"Bacteriovoracales";"Bacteriovoracaceae";NA;NA
"OTU_78864";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_78866";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_78875";"Bacteria";"Chloroflexota";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";NA;NA
"OTU_78877";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"UBA10416";"UBA10416";NA
"OTU_78878";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";NA;NA
"OTU_78884";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"PCC-6307";"Cyanobiaceae";NA;NA
"OTU_78893";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Babeliaceae";NA;NA
"OTU_78894";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Babeliaceae";"UBA12395";NA
"OTU_78896";"Bacteria";"Desulfobacterota_B";"Binatia";"UTPRO1";"DP-6";NA;NA
"OTU_78897";"Bacteria";"Desulfobacterota_B";"Binatia";"UTPRO1";"DP-6";NA;NA
"OTU_78898";"Bacteria";"Desulfobacterota_B";"Binatia";"UTPRO1";"UTPRO1";NA;NA
"OTU_78900";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_78903";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"2-02-FULL-39-32";"2-02-FULL-39-32";"2-02-FULL-39-32";NA
"OTU_78905";"Bacteria";"Elusimicrobiota";"Endomicrobia";"Endomicrobiales";"XYA2-FULL-47-53";"XYA2-FULL-47-53";NA
"OTU_78906";"Bacteria";"Elusimicrobiota";"Endomicrobia";"Endomicrobiales";"XYA2-FULL-47-53";"XYA2-FULL-47-53";NA
"OTU_7891";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";"Legionella";NA
"OTU_78914";"Bacteria";"Firmicutes_A";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"OTU_7892";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA11358";NA
"OTU_78922";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"OTU_78925";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Anaeromyxobacteraceae";"Anaeromyxobacter";NA
"OTU_78926";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";NA;NA
"OTU_78928";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_78929";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_78931";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_78935";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";NA;NA
"OTU_78936";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"2-02-FULL-62-14";NA
"OTU_78937";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_78939";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_78940";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_78944";"Bacteria";"Omnitrophota";"Omnitrophia";"Omnitrophales";"01-FULL-45-10b";NA;NA
"OTU_78950";"Bacteria";"Patescibacteria";"ABY1";"BM507";"UBA12465";"UBA12465";NA
"OTU_78951";"Bacteria";"Patescibacteria";"ABY1";"SG8-24";"2-12-FULL-60-25";"2-12-FULL-60-25";NA
"OTU_78956";"Bacteria";"Patescibacteria";"Gracilibacteria";"RBG-16-42-10";"RBG-16-42-10";"RBG-16-42-10";NA
"OTU_78957";"Bacteria";"Patescibacteria";"Kazan-3B-28";"Kazan-3B-28";"UBA10110";"2-01-FULL-49-10";NA
"OTU_78958";"Bacteria";"Patescibacteria";"Microgenomatia";"GWA2-44-7";"Amesbacteraceae";NA;NA
"OTU_78983";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";"C7867-002";NA
"OTU_78985";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA2163";NA;NA
"OTU_78986";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_7899";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Paludisphaera";NA
"OTU_78990";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA9973";"UBA9973";NA
"OTU_78993";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_7900";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_79004";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_79005";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_7901";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_7902";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_7903";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";NA;NA
"OTU_79035";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_79037";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_7904";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_79048";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_79056";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas_A";NA
"OTU_79076";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Acidiferrobacterales";"Sulfurifustaceae";"Sulfuricaulis";NA
"OTU_79082";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_79087";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Alteromonadaceae";"Colwellia";NA
"OTU_79088";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Alteromonadaceae";"Colwellia_A";NA
"OTU_79091";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79092";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79094";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79095";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79097";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79099";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79100";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79102";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79104";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_79105";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";"Legionella";NA
"OTU_79107";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nevskiales";"Nevskiaceae";"Nevskia";NA
"OTU_79109";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"13-2-20CM-66-19";NA
"OTU_79110";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"Steroidobacter";NA
"OTU_79111";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"UBA10353";"LS-SOB";"UBA868";NA
"OTU_7912";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_7913";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_79131";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_79132";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_79135";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_79136";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_79137";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_7914";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_79148";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_79149";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_79150";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_79153";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_79155";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"DEV007";"Arctic95D-9";NA
"OTU_7925";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_793";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"UBA1268";NA;NA
"OTU_7935";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_794";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Lacunisphaera";NA
"OTU_7941";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_7942";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Weissella";NA
"OTU_795";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_7953";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"2-12-FULL-66-21";"QHWT01";NA
"OTU_7954";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA6257";"UBA9933";"UBA9933";NA
"OTU_7955";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"ATCC43930";"Stellaceae";"URHD0088";NA
"OTU_7959";"Bacteria";"Desulfobacterota";"Desulfomonilia";"Desulfomonilales";"Desulfomonilaceae";"Desulfomonile";NA
"OTU_796";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";NA;NA
"OTU_797";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_7975";"Bacteria";"Planctomycetota";"Planctomycetes";"Planctomycetales";"Planctomycetaceae";"SXKJ01";NA
"OTU_7976";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Herbaspirillum";NA
"OTU_798";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"F1-60-MAGs120";NA
"OTU_7982";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";"AR5";NA
"OTU_7985";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_7986";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Mucilaginibacter";NA
"OTU_7988";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_7989";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";NA;NA
"OTU_8";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";NA;NA
"OTU_80";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"PCC-6307";"Cyanobiaceae";NA;NA
"OTU_800";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_8001";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_8007";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_8008";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_8015";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_8021";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";NA;NA
"OTU_8024";"Bacteria";"Acidobacteriota";"Aminicenantia";"UBA2199";"UBA2199";"UBA2199";NA
"OTU_8025";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_8033";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Dongiales";"Dongiaceae";"Dongia";NA
"OTU_8039";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_805";"Bacteria";"Actinobacteriota";"UBA4738";"UBA4738";"HRBIN12";"AC-51";NA
"OTU_80524";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_80526";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_80529";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_80532";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";NA;NA
"OTU_8054";"Bacteria";"Desulfobacterota";"Desulfobulbia";"Desulfobulbales";"Desulfocapsaceae";NA;NA
"OTU_80550";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Micromonosporaceae";NA;NA
"OTU_80554";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"OTU_80556";"Bacteria";"Actinobacteriota";"Actinomycetia";"Propionibacteriales";"Nocardioidaceae";NA;NA
"OTU_80557";"Bacteria";"Actinobacteriota";"Actinomycetia";"Streptosporangiales";"Streptosporangiaceae";"Bog-532";NA
"OTU_8056";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_80562";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Palsa-739";NA
"OTU_80563";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_80565";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_80583";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";NA;NA
"OTU_80584";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"VadinHA17";NA;NA
"OTU_80587";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_80588";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"UTBCD1";NA
"OTU_80589";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Amoebophilaceae";"Amoebophilus";NA
"OTU_80599";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_8060";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_80600";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_80601";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_80602";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_80610";"Bacteria";"Chloroflexota";"Dehalococcoidia";"SM23-28-2";"RBG-16-64-32";"CF-163";NA
"OTU_80611";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Chamaesiphonaceae";"Chamaesiphon";NA
"OTU_80615";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Gastranaerophilales";"Gastranaerophilaceae";"Zag1";NA
"OTU_80616";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Gastranaerophilales";"UBA9579";NA;NA
"OTU_80619";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Obscuribacterales";"Obscuribacteraceae";NA;NA
"OTU_80626";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Babeliaceae";"UBA12395";NA
"OTU_80631";"Bacteria";"Desulfobacterota";"Desulfobulbia";"Desulfobulbales";"Desulfocapsaceae";"Desulforhopalus";NA
"OTU_80635";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";NA;NA
"OTU_80636";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_80637";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_80639";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"Elusimicrobiales";"UBA9959";"UBA9959";NA
"OTU_8064";"Bacteria";"Chloroflexota";"Anaerolineae";"Anaerolineales";"UBA6092";"UBA6092";NA
"OTU_80640";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";NA;NA
"OTU_8065";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_80650";"Bacteria";"Firmicutes_A";"Clostridia";"Acetivibrionales";"Acetivibrionaceae";NA;NA
"OTU_80652";"Bacteria";"Firmicutes_A";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"OTU_8066";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"SAR86";"D2472";"D2472";NA
"OTU_80660";"Bacteria";"Firmicutes_B";"Thermincolia";"Thermincolales";"UBA2595";"GW-Firmicutes-8";NA
"OTU_80662";"Bacteria";"Firmicutes";"Alicyclobacillia";"Tumebacillales";"Tumebacillaceae";NA;NA
"OTU_80665";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Oenococcus";NA
"OTU_80667";"Bacteria";"Fusobacteriota";"Fusobacteriia";"Fusobacteriales";"Leptotrichiaceae";"Leptotrichia";NA
"OTU_80671";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_80673";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_80676";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_80680";"Bacteria";"Omnitrophota";"Koll11";"CG1-02-43-210";"CG1-02-43-210";"CG1-02-43-210";NA
"OTU_80690";"Bacteria";"Patescibacteria";"ABY1";"Magasanikbacterales";"2-02-FULL-50-9b";"2-02-FULL-50-9b";NA
"OTU_80694";"Bacteria";"Patescibacteria";"Gracilibacteria";"Peribacterales";"Peribacteraceae";"2-12-FULL-55-11";NA
"OTU_80698";"Bacteria";"Patescibacteria";"Paceibacteria";"2-02-FULL-40-12";"GWA2-44-9";NA;NA
"OTU_807";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_8072";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"RBG-13-68-16";NA
"OTU_80720";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";NA;NA
"OTU_80721";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA11359";NA;NA
"OTU_80724";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA6899";"UBA6899";NA
"OTU_80726";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA9973";"UBA9973";NA
