;seq_name;dr_match_name;replicate;dna_type;seq_depth;plate.id;year;season;sampling.date;lat;long;sample.type.year;site.name;sample.name;series;campaign;julian.day;sample.type;Season;LibrarySize
HW24D;HW24D;HW24;1;DNA;Shallow;5;2016;Spring;2016-06-10;51.21285;-63.92264;Hyporheic;NA;HW24;NA;1;162;Hyporheic;Spring;16582
HW24R;HW24R;HW24;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.21285;-63.92264;Hyporheic;NA;HW24;NA;1;162;Hyporheic;Spring;51131
HW25D;HW25D;HW25;1;DNA;Shallow;5;2016;Spring;2016-06-10;51.20954;-63.42093;Hyporheic;NA;HW25;NA;1;162;Hyporheic;Spring;36801
HW25R;HW25R;HW25;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.20954;-63.42093;Hyporheic;NA;HW25;NA;1;162;Hyporheic;Spring;33220
HW26D;HW26D;HW26;1;DNA;Shallow;5;2016;Spring;2016-06-11;51.36657;-63.87721;Hyporheic;NA;HW26;NA;1;163;Hyporheic;Spring;38677
HW26R;HW26R;HW26;1;cDNA;Shallow;6;2016;Spring;2016-06-11;51.36657;-63.87721;Hyporheic;NA;HW26;NA;1;163;Hyporheic;Spring;9009
HW27D;HW27D;HW27;1;DNA;Shallow;5;2016;Spring;2016-06-11;51.36616;-63.87573;Hyporheic;NA;HW27;NA;1;163;Hyporheic;Spring;47111
HW27R;HW27R;HW27;1;cDNA;Shallow;6;2016;Spring;2016-06-11;51.36616;-63.87573;Hyporheic;NA;HW27;NA;1;163;Hyporheic;Spring;27306
HW28D;HW28D;HW28;1;DNA;Shallow;6;2016;Spring;2016-06-12;51.20215;-63.92329;Hyporheic;NA;HW28;NA;1;164;Hyporheic;Spring;47104
HW28R;HW28R;HW28;1;cDNA;Shallow;6;2016;Spring;2016-06-12;51.20215;-63.92329;Hyporheic;NA;HW28;NA;1;164;Hyporheic;Spring;7493
HW30D;HW30D;HW30;1;DNA;Shallow;6;2016;Spring;2016-06-12;51.18623;-63.93188;Hyporheic;NA;HW30;NA;1;164;Hyporheic;Spring;25285
HW30R;HW30R;HW30;1;cDNA;Shallow;6;2016;Spring;2016-06-12;51.18623;-63.93188;Hyporheic;NA;HW30;NA;1;164;Hyporheic;Spring;17898
HW31D;HW31D;HW31;1;DNA;Shallow;6;2016;Spring;2016-06-15;51.30344;-63.86294;Hyporheic;NA;HW31;NA;1;167;Hyporheic;Spring;32801
HW31R;HW31R;HW31;1;cDNA;Shallow;7;2016;Spring;2016-06-15;51.30344;-63.86294;Hyporheic;NA;HW31;NA;1;167;Hyporheic;Spring;24107
HW32D;HW32D;HW32;1;DNA;Shallow;5;2016;Spring;2016-06-13;51.30254;-63.87091;Hyporheic;NA;HW32;NA;1;165;Hyporheic;Spring;35287
HW32R;HW32R;HW32;1;cDNA;Shallow;7;2016;Spring;2016-06-13;51.30254;-63.87091;Hyporheic;NA;HW32;NA;1;165;Hyporheic;Spring;27324
HW33D;HW33D;HW33;1;DNA;Shallow;5;2016;Summer;2016-08-04;51.36618;-63.87583;Hyporheic;NA;HW33;NA;2;217;Hyporheic;Summer;44941
HW34D;HW34D;HW34;1;DNA;Shallow;5;2016;Summer;2016-08-04;51.36654;-63.87719;Hyporheic;NA;HW34;NA;2;217;Hyporheic;Summer;22920
HW34R;HW34R;HW34;1;cDNA;Shallow;7;2016;Summer;2016-08-04;51.36654;-63.87719;Hyporheic;NA;HW34;NA;2;217;Hyporheic;Summer;47625
HW35D;HW35D;HW35;1;DNA;Shallow;5;2016;Summer;2016-08-05;51.21284;-63.92261;Hyporheic;NA;HW35;NA;2;218;Hyporheic;Summer;33466
HW35R;HW35R;HW35;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.21284;-63.92261;Hyporheic;NA;HW35;NA;2;218;Hyporheic;Summer;56577
HW36D;HW36D;HW36;1;DNA;Shallow;5;2016;Summer;2016-08-05;51.2095;-63.92092;Hyporheic;NA;HW36;NA;2;218;Hyporheic;Summer;40447
HW36R;HW36R;HW36;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.2095;-63.92092;Hyporheic;NA;HW36;NA;2;218;Hyporheic;Summer;25595
HW37D;HW37D;HW37;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.20212;-63.9233;Hyporheic;NA;HW37;NA;2;220;Hyporheic;Summer;42851
HW37R;HW37R;HW37;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.20212;-63.9233;Hyporheic;NA;HW37;NA;2;220;Hyporheic;Summer;49093
HW40D;HW40D;HW40;1;DNA;Shallow;5;2016;Summer;2016-08-09;51.303572;-63.869197;Hyporheic;NA;HW40;NA;2;222;Hyporheic;Summer;43262
HW40R;HW40R;HW40;1;cDNA;Shallow;7;2016;Summer;2016-08-09;51.303572;-63.869197;Hyporheic;NA;HW40;NA;2;222;Hyporheic;Summer;23901
HW42D;HW42D;HW42;1;DNA;Shallow;5;2016;Summer;2016-08-10;51.30536;-63.8649;Hyporheic;NA;HW42;NA;2;223;Hyporheic;Summer;31484
HW42R;HW42R;HW42;1;cDNA;Shallow;7;2016;Summer;2016-08-10;51.30536;-63.8649;Hyporheic;NA;HW42;NA;2;223;Hyporheic;Summer;14360
HW43D;HW43D;HW43;1;DNA;Shallow;5;2016;Summer;2016-08-10;51.30408;-63.85194;Hyporheic;NA;HW43;NA;2;223;Hyporheic;Summer;37315
L313-s2-D;L313-s2-D;L313;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.18194;-63.92686;PRLake;LPR-01;L313;L;1;167;PRLake;Spring;13757
L314-s2-D;L314-s2-D;L314;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.17814;-63.92364;PRLake;LPR-02;L314;L;1;168;PRLake;Spring;16460
L315-s2-D;L315-s2-D;L315;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18145;-63.89828;PRLake;LPR-03;L315;L;1;168;PRLake;Spring;9629
L316-s2-D;L316-s2-D;L316;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18873;-63.90278;PRLake;LPR-04;L316;L;1;168;PRLake;Spring;9399
L317-s2-D;L317-s2-D;L317;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18144;-63.92325;PRLake;LPR-05;L317;L;1;168;PRLake;Spring;15622
L318-s2-D;L318-s2-D;L318;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.22601;-63.91127;IslandLake;LI-01;L318;L;1;168;IslandLake;Spring;9024
L319-s2-D;L319-s2-D;L319;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.21503;-63.89979;IslandLake;LI-02;L319;L;1;168;IslandLake;Spring;5356
L320-s2-D;L320-s2-D;L320;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.21899;-63.82191;IslandLake;LI-03;L320;L;1;168;IslandLake;Spring;14290
L321D;L321D;L321;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.21899;-63.82191;IslandLake;LI-03;L321;L;2;216;IslandLake;Summer;20681
L322D;L322D;L322;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.21503;-63.89979;IslandLake;LI-02;L322;L;2;216;IslandLake;Summer;35493
L323D;L323D;L323;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18145;-63.92259;PRLake;LPR-05;L323;L;2;219;PRLake;Summer;18842
L324D;L324D;L324;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18139;-63.89829;PRLake;LPR-03;L324;L;2;219;PRLake;Summer;23860
L325D;L325D;L325;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.17887;-63.92581;PRLake;LPR-02;L325;L;2;219;PRLake;Summer;17097
L326D;L326D;L326;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18167;-63.92587;PRLake;LPR-01;L326;L;2;219;PRLake;Summer;16671
L327D;L327D;L327;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18924;-63.90315;PRLake;LPR-04;L327;L;2;219;PRLake;Summer;21069
L3281D;L3281D;L3281;1;DNA;Shallow;6;2016;Spring;2016-06-12;50.57727;-63.46136;Lake;NA;L328_1;L;1;164;Lake;Spring;52543
L3281R;L3281R;L3281;1;cDNA;Shallow;6;2016;Spring;2016-06-12;50.57727;-63.46136;Lake;NA;L328_1;L;1;164;Lake;Spring;16715
L3282R;L3282R;L3282;1;cDNA;Shallow;6;2016;Spring;2016-06-12;50.46541;-63.57906;Lake;NA;L328_2;L;1;164;Lake;Spring;54166
L3291D;L3291D;L3291;1;DNA;Shallow;5;2016;Spring;2016-06-12;50.5621;-63.30718;Lake;NA;L329_1;L;1;164;Lake;Spring;42115
L3291R;L3291R;L3291;1;cDNA;Shallow;6;2016;Spring;2016-06-12;50.5621;-63.30718;Lake;NA;L329_1;L;1;164;Lake;Spring;51029
L3292D;L3292D;L3292;1;DNA;Shallow;5;2016;Spring;2016-06-12;50.47179;-63.42405;Lake;NA;L329_2;L;1;164;Lake;Spring;63234
L3292R;L3292R;L3292;1;cDNA;Shallow;6;2016;Spring;2016-06-12;50.47179;-63.42405;Lake;NA;L329_2;L;1;164;Lake;Spring;39120
L330-s2-D;L330-s2-D;L330;2;DNA;Shallow;5;2016;Summer;2016-08-05;51.18157;-63.92587;Lake;NA;L330_C2;L;2;218;Lake;Summer;63941
L330.C1R;L330.C1R;L330.C1;1;cDNA;Shallow;7;2016;Spring;2016-06-13;NA;NA;Lake;NA;L330_C1;L;1;165;Lake;Spring;99822
L330CM1R;L330CM1R;L330CM1;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.18157;-63.92587;Sediment;NA;NA;NA;2;218;Sediment;Summer;17914
L330CM2D;L330CM2D;L330CM2;1;DNA;Shallow;7;2016;Summer;2016-08-05;51.18157;-63.92587;Sediment;NA;NA;NA;2;218;Sediment;Summer;24648
L330CM2R;L330CM2R;L330CM2;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.18157;-63.92587;Sediment;NA;NA;NA;2;218;Sediment;Summer;30776
L330CM3D;L330CM3D;L330CM3;1;DNA;Shallow;7;2016;Summer;2016-08-05;51.18157;-63.92587;Sediment;NA;NA;NA;2;218;Sediment;Summer;6348
L330R;L330R;L330;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.18157;-63.92587;Lake;NA;L330_C2;L;2;218;Lake;Summer;38033
L331D;L331D;L331;1;DNA;Shallow;5;2016;Summer;2016-08-05;51.18164;-63.92405;Lake;NA;L331;L;2;218;Lake;Summer;59650
L331R;L331R;L331;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.18164;-63.92405;Lake;NA;L331;L;2;218;Lake;Summer;80975
L331SD;L331SD;L331S;1;DNA;Shallow;7;2016;Summer;2016-08-05;51.18164;-63.92405;Sediment;NA;NA;NA;2;218;Sediment;Summer;13072
L331SR;L331SR;L331S;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.18164;-63.92405;Sediment;NA;NA;NA;2;218;Sediment;Summer;12123
L332D;L332D;L332;1;DNA;Shallow;5;2016;Summer;2016-08-11;51.18935;-63.90314;Lake;NA;L332;L;2;224;Lake;Summer;45440
L332R;L332R;L332;1;cDNA;Shallow;7;2016;Summer;2016-08-11;51.18935;-63.90314;Lake;NA;L332;L;2;224;Lake;Summer;37408
L332SD;L332SD;L332S;1;DNA;Shallow;7;2016;Summer;2016-08-11;51.18935;-63.90314;Sediment;NA;NA;NA;2;224;Sediment;Summer;25165
L332SR;L332SR;L332S;1;cDNA;Shallow;7;2016;Summer;2016-08-11;51.18935;-63.90314;Sediment;NA;NA;NA;2;224;Sediment;Summer;42892
L333D;L333D;L333;1;DNA;Shallow;5;2016;Summer;2016-08-11;51.18164;-63.89855;Lake;NA;L333;L;2;224;Lake;Summer;58564
L333R;L333R;L333;1;cDNA;Shallow;7;2016;Summer;2016-08-11;51.18164;-63.89855;Lake;NA;L333;L;2;224;Lake;Summer;50491
L334D;L334D;L334;1;DNA;Shallow;5;2016;Summer;2016-08-11;51.19883;-63.90014;Lake;NA;L334;L;2;224;Lake;Summer;56503
L334R;L334R;L334;1;cDNA;Shallow;7;2016;Summer;2016-08-11;51.19883;-63.90014;Lake;NA;L334;L;2;224;Lake;Summer;61199
L3351D;L3351D;L3351;1;DNA;Shallow;5;2016;Summer;2016-08-12;50.58389;-63.46034;Lake;NA;L335.1;L;2;225;Lake;Summer;36878
L3362D;L3362D;L3362;1;DNA;Shallow;5;2016;Summer;2016-08-12;50.51064;-63.41678;Lake;NA;L336.2;L;2;225;Lake;Summer;52291
L349D;L349D;L349;1;DNA;Shallow;11;2017;Autumn;2017-10-07;50.98998;-63.21911;Lake;NA;L349;L;3;280;Lake;Autumn;51113
L349R;L349R;L349;1;cDNA;Shallow;12;2017;Autumn;2017-10-07;50.98998;-63.21911;Lake;NA;L349;L;3;280;Lake;Autumn;25620
LR01-s2-D;LR01-s2-D;LR01;2;DNA;Shallow;1;2015;Spring;2015-06-07;50.3808166666667;-63.2654833333333;Downriver;NA;LR01;LR;1;158;River;Spring;19386
LR03-s2-D;LR03-s2-D;LR03;2;DNA;Shallow;1;2015;Spring;2015-06-08;50.6206;-63.17048;Downriver;ROM-081.60;LR03;LR;1;158;River;Spring;20070
LR05-s2-D;LR05-s2-D;LR05;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.53663;-63.22217;Downriver;ROM-071.71;LR05;LR;1;160;River;Spring;21218
LR06-s2-D;LR06-s2-D;LR06;2;DNA;Shallow;1;2015;Spring;2015-06-10;50.31046;-63.6461;Downriver;ROM-014.27;LR06;LR;1;161;River;Spring;17698
LR09-s2-D;LR09-s2-D;LR09;2;DNA;Shallow;1;2015;Spring;2015-06-11;51.15221;-63.39813;Upriver;ROM-161.16;LR09.1;LR;1;162;River;Spring;16413
LR10-s2-D;LR10-s2-D;LR10;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.27356;-63.77532;HeadwaterLakes;ROM-351.50;LR10;LR;1;165;HeadwaterLakes;Spring;18905
LR113D;LR113D;LR113;1;DNA;Shallow;11;2017;Summer;2017-08-09;52.3521241188954;-63.9812450963776;HeadwaterLakes;NA;LR113;LR;2;221;HeadwaterLakes;Summer;42761
LR113R;LR113R;LR113;1;cDNA;Shallow;12;2017;Summer;2017-08-09;52.3521241188954;-63.9812450963776;HeadwaterLakes;NA;LR113;LR;2;221;HeadwaterLakes;Summer;72919
LR116D;LR116D;LR116;1;DNA;Shallow;11;2017;Summer;2017-08-09;52.0589174319258;-63.8435444580924;Upriver;NA;LR116;LR;2;221;River;Summer;56959
LR116R;LR116R;LR116;1;cDNA;Shallow;12;2017;Summer;2017-08-09;52.0589174319258;-63.8435444580924;Upriver;NA;LR116;LR;2;221;River;Summer;66142
LR12-s2-D;LR12-s2-D;LR12;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.35785;-64.00396;HeadwaterLakes;ROM-368.71;LR12;LR;1;165;HeadwaterLakes;Spring;15677
LR120D;LR120D;LR120;1;DNA;Shallow;11;2017;Summer;2017-08-12;51.3763394609061;-63.5729518730552;Upriver;NA;LR120;LR;2;224;River;Summer;71227
LR120R;LR120R;LR120;1;cDNA;Shallow;12;2017;Summer;2017-08-12;51.3763394609061;-63.5729518730552;Upriver;NA;LR120;LR;2;224;River;Summer;40389
LR121D;LR121D;LR121;1;DNA;Shallow;11;2017;Summer;2017-08-17;50.3041661760171;-63.5958847693471;Downriver;NA;LR121;LR;2;229;River;Summer;87563
LR121R;LR121R;LR121;1;cDNA;Shallow;12;2017;Summer;2017-08-17;50.3041661760171;-63.5958847693471;Downriver;NA;LR121;LR;2;229;River;Summer;51687
LR122D;LR122D;LR122;1;DNA;Shallow;11;2017;Summer;2017-08-17;50.3156978904738;-63.4630805649971;Downriver;NA;LR122;LR;2;229;River;Summer;58725
LR122R;LR122R;LR122;1;cDNA;Shallow;12;2017;Summer;2017-08-17;50.3156978904738;-63.4630805649971;Downriver;NA;LR122;LR;2;229;River;Summer;42913
LR123D;LR123D;LR123;1;DNA;Shallow;11;2017;Summer;2017-08-18;50.3245;-63.36677;Downriver;NA;LR123;LR;2;230;River;Summer;49111
LR123R;LR123R;LR123;1;cDNA;Shallow;12;2017;Summer;2017-08-18;50.3245;-63.36677;Downriver;NA;LR123;LR;2;230;River;Summer;43570
LR125D;LR125D;LR125;1;DNA;Shallow;11;2017;Summer;2017-08-18;50.38229;-63.26742;Downriver;NA;LR125;LR;2;230;River;Summer;45746
LR125R;LR125R;LR125;1;cDNA;Shallow;12;2017;Summer;2017-08-18;50.38229;-63.26742;Downriver;NA;LR125;LR;2;230;River;Summer;38141
LR126D;LR126D;LR126;1;DNA;Shallow;11;2017;Summer;2017-08-18;50.31345;-63.77851;Downriver;NA;LR126;LR;2;230;River;Summer;68467
LR126R;LR126R;LR126;1;cDNA;Shallow;12;2017;Summer;2017-08-18;50.31345;-63.77851;Downriver;NA;LR126;LR;2;230;River;Summer;61548
LR127D;LR127D;LR127;1;DNA;Shallow;11;2017;Summer;2017-08-18;50.3097;-63.62239;Downriver;NA;LR127;LR;2;230;River;Summer;91518
LR127R;LR127R;LR127;1;cDNA;Shallow;12;2017;Summer;2017-08-18;50.3097;-63.62239;Downriver;NA;LR127;LR;2;230;River;Summer;69203
LR128D;LR128D;LR128;1;DNA;Shallow;11;2017;Autumn;2017-10-04;51.90361;-63.81292;Upriver;NA;LR128;LR;3;277;River;Autumn;119747
LR128R;LR128R;LR128;1;cDNA;Shallow;12;2017;Autumn;2017-10-04;51.90361;-63.81292;Upriver;NA;LR128;LR;3;277;River;Autumn;50817
LR13-s2-D;LR13-s2-D;LR13;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.05514;-63.69982;HeadwaterLakes;ROM-321.64;LR13;LR;1;165;HeadwaterLakes;Spring;16564
LR131D;LR131D;LR131;1;DNA;Shallow;11;2017;Autumn;2017-10-04;51.37579;-63.572;Upriver;NA;LR131;LR;3;277;River;Autumn;56286
LR131R;LR131R;LR131;1;cDNA;Shallow;12;2017;Autumn;2017-10-04;51.37579;-63.572;Upriver;NA;LR131;LR;3;277;River;Autumn;58008
LR134D;LR134D;LR134;1;DNA;Shallow;11;2017;Autumn;2017-10-05;52.08962;-63.84148;HeadwaterLakes;NA;LR134;LR;3;278;HeadwaterLakes;Autumn;48097
LR134R;LR134R;LR134;1;cDNA;Shallow;12;2017;Autumn;2017-10-05;52.08962;-63.84148;HeadwaterLakes;NA;LR134;LR;3;278;HeadwaterLakes;Autumn;37256
LR137D;LR137D;LR137;1;DNA;Shallow;11;2017;Autumn;2017-10-06;50.31519;-63.7739;Downriver;NA;LR137;LR;3;279;River;Autumn;51155
LR137R;LR137R;LR137;1;cDNA;Shallow;12;2017;Autumn;2017-10-06;50.31519;-63.7739;Downriver;NA;LR137;LR;3;279;River;Autumn;32487
LR138D;LR138D;LR138;1;DNA;Shallow;11;2017;Autumn;2017-10-07;50.32291;-63.36678;Downriver;NA;LR138;LR;3;280;River;Autumn;40885
LR138R;LR138R;LR138;1;cDNA;Shallow;12;2017;Autumn;2017-10-07;50.32291;-63.36678;Downriver;NA;LR138;LR;3;280;River;Autumn;39058
LR139D;LR139D;LR139;1;DNA;Shallow;11;2017;Autumn;2017-10-07;50.32779;-63.2865;Downriver;NA;LR139;LR;3;280;River;Autumn;39087
LR139R;LR139R;LR139;1;cDNA;Shallow;12;2017;Autumn;2017-10-07;50.32779;-63.2865;Downriver;NA;LR139;LR;3;280;River;Autumn;87334
LR14-s2-D;LR14-s2-D;LR14;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.09031;-63.83427;HeadwaterLakes;ROM-310.42;LR14;LR;1;165;HeadwaterLakes;Spring;14267
LR140D;LR140D;LR140;1;DNA;Shallow;11;2017;Autumn;2017-10-07;50.3826;-63.26749;Downriver;NA;LR140;LR;3;280;River;Autumn;45163
LR140R;LR140R;LR140;1;cDNA;Shallow;12;2017;Autumn;2017-10-07;50.3826;-63.26749;Downriver;NA;LR140;LR;3;280;River;Autumn;49667
LR142D;LR142D;LR142;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.30284;-63.59752;Downriver;NA;LR142;LR;3;283;River;Autumn;43271
LR142R;LR142R;LR142;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.30284;-63.59752;Downriver;NA;LR142;LR;3;283;River;Autumn;92239
LR15-s2-D;LR15-s2-D;LR15;2;DNA;Shallow;1;2015;Spring;2015-06-15;52.0642;-63.84167;Upriver;ROM-307.25;LR15;LR;1;166;River;Spring;13352
LR17-s2-D;LR17-s2-D;LR17;2;DNA;Shallow;1;2015;Spring;2015-06-15;51.78004;-63.7155;Upriver;ROM-264.44;LR17;LR;1;166;River;Spring;9558
LR18-s2-D;LR18-s2-D;LR18;2;DNA;Shallow;1;2015;Spring;2015-06-16;50.31445;-63.54765;Downriver;ROM-021.69;LR18;LR;1;167;River;Spring;16699
LR19-s2-D;LR19-s2-D;LR19;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.70176;-63.72171;Upriver;ROM-255.20;LR19;LR;1;167;River;Spring;17627
LR20-s2-D;LR20-s2-D;LR20;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.38239;-63.5853;Upriver;ROM-199.57;LR20;LR;1;167;River;Spring;16487
LR24-s2-D;LR24-s2-D;LR24;2;DNA;Shallow;1;2015;Summer;2015-08-01;50.37971;-63.26574;Downriver;ROM-050.55;LR24;LR;2;213;River;Summer;13706
LR27D;LR27D;LR27;1;DNA;Shallow;1;2015;Summer;2015-08-02;50.30883;-63.62249;Downriver;ROM-016.08;LR27;LR;2;214;River;Summer;11406
LR29-s2-D;LR29-s2-D;LR29;2;DNA;Shallow;1;2015;Summer;2015-08-03;50.62703;-63.18789;Downriver;ROM-083.49;LR29;LR;2;215;River;Summer;16666
LR31D;LR31D;LR31;1;DNA;Shallow;1;2015;Summer;2015-08-03;50.46586;-63.23566;Downriver;ROM-063.04;LR31;LR;2;215;River;Summer;25398
LR32D;LR32D;LR32;1;DNA;Shallow;1;2015;Summer;2015-08-05;51.27679;-63.35451;Upriver;ROM-176.18;LR32;LR;2;217;River;Summer;24776
LR34D;LR34D;LR34;1;DNA;Shallow;1;2015;Summer;2015-08-08;51.68949;-63.72206;Upriver;ROM-253.76;LR34;LR;2;220;River;Summer;22661
LR35D;LR35D;LR35;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.35411;-63.99541;HeadwaterLakes;ROM-368.04;LR35;LR;2;221;HeadwaterLakes;Summer;22090
LR36D;LR36D;LR36;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.23624;-63.77818;HeadwaterLakes;ROM-347.44;LR36;LR;2;221;HeadwaterLakes;Summer;2203
LR37D;LR37D;LR37;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.12115;-63.71056;HeadwaterLakes;ROM-331.80;LR37;LR;2;221;HeadwaterLakes;Summer;25848
LR38D;LR38D;LR38;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.05493;-63.7011;HeadwaterLakes;ROM-321.61;LR38;LR;2;221;HeadwaterLakes;Summer;26954
LR39D;LR39D;LR39;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.08602;-63.83853;HeadwaterLakes;ROM-309.83;LR39;LR;2;221;HeadwaterLakes;Summer;28513
LR40D;LR40D;LR40;1;DNA;Shallow;1;2015;Summer;2015-08-09;50.29681;-63.80553;Downriver;ROM-000.47;LR40;LR;2;221;River;Summer;31615
LR41D;LR41D;LR41;1;DNA;Shallow;1;2015;Summer;2015-08-09;50.29335;-63.81304;Downriver;ROM-000.33;LR41;LR;2;221;River;Summer;26922
LR42D;LR42D;LR42;1;DNA;Shallow;1;2015;Summer;2015-08-10;52.06438;-63.84188;Upriver;ROM-307.27;LR42;LR;2;222;River;Summer;31697
LR45D;LR45D;LR45;1;DNA;Shallow;1;2015;Summer;2015-08-11;51.38594;-63.59067;Upriver;ROM-200.11;LR45;LR;2;223;River;Summer;19877
LR47D;LR47D;LR47;1;DNA;Shallow;1;2015;Summer;2015-08-11;51.26144;-63.34465;Upriver;ROM-174.30;LR47;LR;2;223;River;Summer;19454
LR48D;LR48D;LR48;1;DNA;Shallow;1;2015;Summer;2015-08-11;50.31302;-63.54258;Downriver;ROM-022.05;LR48;LR;2;223;River;Summer;23871
LR49D;LR49D;LR49;1;DNA;Shallow;6;2016;Spring;2016-06-02;52.35835;-63.9938;HeadwaterLakes;NA;LR49;LR;1;154;HeadwaterLakes;Spring;89311
LR49R;LR49R;LR49;1;cDNA;Shallow;6;2016;Spring;2016-06-02;52.35835;-63.9938;HeadwaterLakes;NA;LR49;LR;1;154;HeadwaterLakes;Spring;46703
LR50D;LR50D;LR50;1;DNA;Shallow;6;2016;Spring;2016-06-02;52.12788;-63.70666;HeadwaterLakes;NA;LR50;LR;1;154;HeadwaterLakes;Spring;115384
LR50R;LR50R;LR50;1;cDNA;Shallow;6;2016;Spring;2016-06-02;52.12788;-63.70666;HeadwaterLakes;NA;LR50;LR;1;154;HeadwaterLakes;Spring;50627
LR51D;LR51D;LR51;1;DNA;Shallow;5;2016;Spring;2016-06-02;52.05113;-63.70082;HeadwaterLakes;NA;LR51;LR;1;154;HeadwaterLakes;Spring;60223
LR51R;LR51R;LR51;1;cDNA;Shallow;6;2016;Spring;2016-06-02;52.05113;-63.70082;HeadwaterLakes;NA;LR51;LR;1;154;HeadwaterLakes;Spring;19101
LR52D;LR52D;LR52;1;DNA;Shallow;6;2016;Spring;2016-06-03;52.0863;-63.83093;HeadwaterLakes;NA;LR52;LR;1;155;HeadwaterLakes;Spring;115469
LR53D;LR53D;LR53;1;DNA;Shallow;6;2016;Spring;2016-06-03;52.05905;-63.84372;Upriver;NA;LR53;LR;1;155;River;Spring;104648
LR53R;LR53R;LR53;1;cDNA;Shallow;6;2016;Spring;2016-06-03;52.05905;-63.84372;Upriver;NA;LR53;LR;1;155;River;Spring;68198
LR54D;LR54D;LR54;1;DNA;Shallow;6;2016;Spring;2016-06-03;51.97409;-63.77726;Upriver;NA;LR54;LR;1;155;River;Spring;112316
LR54R;LR54R;LR54;1;cDNA;Shallow;6;2016;Spring;2016-06-03;51.97409;-63.77726;Upriver;NA;LR54;LR;1;155;River;Spring;84293
LR55D;LR55D;LR55;1;DNA;Shallow;5;2016;Spring;2016-06-05;51.77992;-63.71551;Upriver;NA;LR55;LR;1;157;River;Spring;51262
LR56D;LR56D;LR56;1;DNA;Shallow;6;2016;Spring;2016-06-05;51.70283;-63.71917;Upriver;NA;LR56;LR;1;157;River;Spring;48986
LR56R;LR56R;LR56;1;cDNA;Shallow;6;2016;Spring;2016-06-05;51.70283;-63.71917;Upriver;NA;LR56;LR;1;157;River;Spring;32237
LR57D;LR57D;LR57;1;DNA;Shallow;6;2016;Spring;2016-06-09;50.38105;-63.26677;Downriver;NA;LR57;LR;1;161;River;Spring;34908
LR58D;LR58D;LR58;1;DNA;Shallow;6;2016;Spring;2016-06-09;50.32945;-63.29131;Downriver;NA;LR58;LR;1;161;River;Spring;48610
LR58R;LR58R;LR58;1;cDNA;Shallow;6;2016;Spring;2016-06-09;50.32945;-63.29131;Downriver;NA;LR58;LR;1;161;River;Spring;45730
LR59D;LR59D;LR59;1;DNA;Shallow;6;2016;Spring;2016-06-09;50.32291;-63.36477;Downriver;NA;LR59;LR;1;161;River;Spring;51121
LR59R;LR59R;LR59;1;cDNA;Shallow;7;2016;Spring;2016-06-09;50.32291;-63.36477;Downriver;NA;LR59;LR;1;161;River;Spring;57727
LR60D;LR60D;LR60;1;DNA;Shallow;5;2016;Spring;2016-06-09;50.30492;-63.58691;Downriver;NA;LR60;LR;1;161;River;Spring;55352
LR60R;LR60R;LR60;1;cDNA;Shallow;6;2016;Spring;2016-06-09;50.30492;-63.58691;Downriver;NA;LR60;LR;1;161;River;Spring;17930
