;seq_name;dr_match_name;replicate;dna_type;seq_depth;plate.id;year;season;sampling.date;lat;long;sample.type.year;site.name;sample.name;series;campaign;julian.day;sample.type;Season;LibrarySize
RO2119R;RO2119R;RO2119;1;cDNA;Shallow;12;2017;Autumn;2017-10-05;51.08891;-63.39541;RO2;NA;RO2-119;RO2;3;278;Reservoir;Autumn;59318
RO2120D;RO2120D;RO2120;1;DNA;Shallow;11;2017;Autumn;2017-10-09;50.73878;-63.2341;RO2;NA;RO2-120;RO2;3;282;Reservoir;Autumn;47272
RO2120R;RO2120R;RO2120;1;cDNA;Shallow;12;2017;Autumn;2017-10-09;50.73878;-63.2341;RO2;NA;RO2-120;RO2;3;282;Reservoir;Autumn;62809
RO2122D;RO2122D;RO2122;1;DNA;Shallow;11;2017;Autumn;2017-10-09;50.71616;-63.25925;RO2;NA;RO2-122;RO2;3;282;Reservoir;Autumn;63944
RO2122R;RO2122R;RO2122;1;cDNA;Shallow;12;2017;Autumn;2017-10-09;50.71616;-63.25925;RO2;NA;RO2-122;RO2;3;282;Reservoir;Autumn;53813
RO2124.Hypo.D;RO2124.Hypo.D;RO2124.Hypo;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.65741;-63.26254;Deep;NA;RO2-124hypo;RO2;3;283;Deep;Autumn;45908
RO2124.Hypo.R;RO2124.Hypo.R;RO2124.Hypo;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.65741;-63.26254;Deep;NA;RO2-124hypo;RO2;3;283;Deep;Autumn;47237
RO2124D;RO2124D;RO2124;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.65741;-63.26254;RO2;NA;RO2-124;RO2;3;283;Reservoir;Autumn;43730
RO2124R;RO2124R;RO2124;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.65741;-63.26254;RO2;NA;RO2-124;RO2;3;283;Reservoir;Autumn;64823
RO2126.9m.D;RO2126.9m.D;RO2126.9m;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.80048;-63.20448;Deep;NA;RO2-126_9m;RO2;3;283;Deep;Autumn;37242
RO2126.9m.R;RO2126.9m.R;RO2126.9m;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.80048;-63.20448;Deep;NA;RO2-126_9m;RO2;3;283;Deep;Autumn;53614
RO2126.Hypo.D;RO2126.Hypo.D;RO2126.Hypo;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.80048;-63.20448;Deep;NA;RO2-126hypo;RO2;3;283;Deep;Autumn;41356
RO2126.Hypo.R;RO2126.Hypo.R;RO2126.Hypo;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.80048;-63.20448;Deep;NA;RO2-126hypo;RO2;3;283;Deep;Autumn;70349
RO2126D;RO2126D;RO2126;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.80048;-63.20448;RO2;NA;RO2-126;RO2;3;283;Reservoir;Autumn;37968
RO2126R;RO2126R;RO2126;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.80048;-63.20448;RO2;NA;RO2-126;RO2;3;283;Reservoir;Autumn;27328
RO213-s2-D;RO213-s2-D;RO213;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.965944;-63.296111;RO2;RE2-130-M;RO2-13;RO2;1;168;Reservoir;Spring;16375
RO2132D;RO2132D;RO2132;1;DNA;Shallow;11;2017;Autumn;2017-10-10;50.90195;-63.25593;RO2;NA;RO2-132;RO2;3;283;Reservoir;Autumn;42916
RO2132R;RO2132R;RO2132;1;cDNA;Shallow;12;2017;Autumn;2017-10-10;50.90195;-63.25593;RO2;NA;RO2-132;RO2;3;283;Reservoir;Autumn;60257
RO216D;RO216D;RO216;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.65478;-63.25952;RO2;RE2-087-MO;RO2-16;RO2;2;216;Reservoir;Summer;25127
RO219D;RO219D;RO219;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.76554;-63.20193;RO2;RE2-103-M;RO2-19;RO2;2;216;Reservoir;Summer;23899
RO220D;RO220D;RO220;1;DNA;Shallow;1;2015;Summer;2015-08-06;51.08314;-63.38306;RO2;RE2-151-M;RO2-20;RO2;2;218;Reservoir;Summer;25433
RO221D;RO221D;RO221;1;DNA;Shallow;1;2015;Summer;2015-08-06;51.02922;-63.29194;RO2;RE2-143-AE;RO2-21;RO2;2;218;Reservoir;Summer;25221
RO222D;RO222D;RO222;1;DNA;Shallow;1;2015;Summer;2015-08-06;50.96213;-63.2999;RO2;RE2-130-M;RO2-22;RO2;2;218;Reservoir;Summer;27292
RO223D;RO223D;RO223;1;DNA;Shallow;1;2015;Summer;2015-08-06;50.93333;-63.34996;RO2;RE2-126-AW;RO2-23;RO2;2;218;Reservoir;Summer;25317
RO226D;RO226D;RO226;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.05861;-63.19764;RO2;RE2-147-AE;RO2-26;RO2;2;219;Reservoir;Summer;25105
RO228D;RO228D;RO228;1;DNA;Shallow;1;2015;Summer;2015-08-07;50.86131;-63.15281;RO2;RE2-114-AE;RO2-28;RO2;2;219;Reservoir;Summer;18355
RO229D;RO229D;RO229;1;DNA;Shallow;1;2015;Summer;2015-08-07;50.83579;-63.19522;RO2;RE2-111-M;RO2-29;RO2;2;219;Reservoir;Summer;29635
RO230-t2-D;RO230-t2-D;RO230;2;DNA;Shallow;5;2016;Spring;2016-06-01;50.67471;-63.24033;RO2;NA;RO2-30;RO2;1;153;Reservoir;Spring;54460
RO230D;RO230D;RO230;1;DNA;Shallow;5;2016;Spring;2016-06-01;50.67471;-63.24033;RO2;NA;RO2-30;RO2;1;153;Reservoir;Spring;54036
RO230R;RO230R;RO230;1;cDNA;Shallow;6;2016;Spring;2016-06-01;50.67471;-63.24033;RO2;NA;RO2-30;RO2;1;153;Reservoir;Spring;42360
RO231D;RO231D;RO231;1;DNA;Shallow;6;2016;Spring;2016-06-01;50.66413;-63.26339;RO2;NA;RO2-31;RO2;1;153;Reservoir;Spring;105098
RO231R;RO231R;RO231;1;cDNA;Shallow;6;2016;Spring;2016-06-01;50.66413;-63.26339;RO2;NA;RO2-31;RO2;1;153;Reservoir;Spring;14932
RO232D;RO232D;RO232;1;DNA;Shallow;6;2016;Spring;2016-06-02;50.8887;-63.22811;RO2;NA;RO2-32;RO2;1;154;Reservoir;Spring;98027
RO232R;RO232R;RO232;1;cDNA;Shallow;7;2016;Spring;2016-06-02;50.8887;-63.22811;RO2;NA;RO2-32;RO2;1;154;Reservoir;Spring;100630
RO233D;RO233D;RO233;1;DNA;Shallow;6;2016;Spring;2016-06-02;50.85346;-63.14424;RO2;NA;RO2-33;RO2;1;154;Reservoir;Spring;101136
RO233R;RO233R;RO233;1;cDNA;Shallow;6;2016;Spring;2016-06-02;50.85346;-63.14424;RO2;NA;RO2-33;RO2;1;154;Reservoir;Spring;24240
RO234D;RO234D;RO234;1;DNA;Shallow;5;2016;Spring;2016-06-03;50.84412;-63.18341;RO2;NA;RO2-34;RO2;1;155;Reservoir;Spring;58683
RO234R;RO234R;RO234;1;cDNA;Shallow;6;2016;Spring;2016-06-03;50.84412;-63.18341;RO2;NA;RO2-34;RO2;1;155;Reservoir;Spring;38553
RO235D;RO235D;RO235;1;DNA;Shallow;5;2016;Spring;2016-06-03;50.79803;-63.2;RO2;NA;RO2-35;RO2;1;155;Reservoir;Spring;62190
RO235R;RO235R;RO235;1;cDNA;Shallow;7;2016;Spring;2016-06-03;50.79803;-63.2;RO2;NA;RO2-35;RO2;1;155;Reservoir;Spring;59937
RO236D;RO236D;RO236;1;DNA;Shallow;6;2016;Spring;2016-06-04;50.65737;-63.2671;RO2;NA;RO2-36;RO2;1;156;Reservoir;Spring;106060
RO236R;RO236R;RO236;1;cDNA;Shallow;6;2016;Spring;2016-06-04;50.65737;-63.2671;RO2;NA;RO2-36;RO2;1;156;Reservoir;Spring;48375
RO237D;RO237D;RO237;1;DNA;Shallow;6;2016;Spring;2016-06-04;50.74194;-63.23214;RO2;NA;RO2-37;RO2;1;156;Reservoir;Spring;103209
RO237R;RO237R;RO237;1;cDNA;Shallow;7;2016;Spring;2016-06-04;50.74194;-63.23214;RO2;NA;RO2-37;RO2;1;156;Reservoir;Spring;69250
RO238D;RO238D;RO238;1;DNA;Shallow;5;2016;Spring;2016-06-04;50.72093;-63.26571;RO2;NA;RO2-38;RO2;1;156;Reservoir;Spring;53211
RO238R;RO238R;RO238;1;cDNA;Shallow;6;2016;Spring;2016-06-04;50.72093;-63.26571;RO2;NA;RO2-38;RO2;1;156;Reservoir;Spring;35060
RO240D;RO240D;RO240;1;DNA;Shallow;5;2016;Spring;2016-06-10;51.08335;-63.38289;RO2;NA;RO2-40;RO2;1;162;Reservoir;Spring;59466
RO240R;RO240R;RO240;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.08335;-63.38289;RO2;NA;RO2-40;RO2;1;162;Reservoir;Spring;56722
RO241D;RO241D;RO241;1;DNA;Shallow;6;2016;Spring;2016-06-10;51.0348;-63.29682;RO2;NA;RO2-41;RO2;1;162;Reservoir;Spring;53813
RO241R;RO241R;RO241;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.0348;-63.29682;RO2;NA;RO2-41;RO2;1;162;Reservoir;Spring;62997
RO242D;RO242D;RO242;1;DNA;Shallow;6;2016;Spring;2016-06-10;51.05873;-63.19751;RO2;NA;RO2-42;RO2;1;162;Reservoir;Spring;55432
RO242R;RO242R;RO242;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.05873;-63.19751;RO2;NA;RO2-42;RO2;1;162;Reservoir;Spring;25718
RO243D;RO243D;RO243;1;DNA;Shallow;6;2016;Spring;2016-06-10;51.03102;-63.39302;RO2;NA;RO2-43;RO2;1;162;Reservoir;Spring;102593
RO243R;RO243R;RO243;1;cDNA;Shallow;6;2016;Spring;2016-06-10;51.03102;-63.39302;RO2;NA;RO2-43;RO2;1;162;Reservoir;Spring;82241
RO244D;RO244D;RO244;1;DNA;Shallow;6;2016;Spring;2016-06-10;50.96748;-63.2967;RO2;NA;RO2-44;RO2;1;162;Reservoir;Spring;76836
RO245D;RO245D;RO245;1;DNA;Shallow;6;2016;Spring;2016-06-12;50.94175;-63.34061;RO2;NA;RO2-45;RO2;1;164;Reservoir;Spring;60059
RO245R;RO245R;RO245;1;cDNA;Shallow;6;2016;Spring;2016-06-12;50.94175;-63.34061;RO2;NA;RO2-45;RO2;1;164;Reservoir;Spring;58317
RO246D;RO246D;RO246;1;DNA;Shallow;5;2016;Summer;2016-08-05;50.8881;-63.22749;RO2;NA;RO2-46;RO2;2;218;Reservoir;Summer;67438
RO246R;RO246R;RO246;1;cDNA;Shallow;7;2016;Summer;2016-08-05;50.8881;-63.22749;RO2;NA;RO2-46;RO2;2;218;Reservoir;Summer;55499
RO247D;RO247D;RO247;1;DNA;Shallow;5;2016;Summer;2016-08-05;50.85912;-63.1628;RO2;NA;RO2-47;RO2;2;218;Reservoir;Summer;67848
RO247R;RO247R;RO247;1;cDNA;Shallow;7;2016;Summer;2016-08-05;50.85912;-63.1628;RO2;NA;RO2-47;RO2;2;218;Reservoir;Summer;40274
RO248D;RO248D;RO248;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.00187;-63.34712;RO2;NA;RO2-48;RO2;2;220;Reservoir;Summer;73975
RO248R;RO248R;RO248;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.00187;-63.34712;RO2;NA;RO2-48;RO2;2;220;Reservoir;Summer;40742
RO249D;RO249D;RO249;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.02136;-63.30664;RO2;NA;RO2-49;RO2;2;220;Reservoir;Summer;63072
RO249R;RO249R;RO249;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.02136;-63.30664;RO2;NA;RO2-49;RO2;2;220;Reservoir;Summer;50814
RO250D;RO250D;RO250;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.05091;-63.19594;RO2;NA;RO2-50;RO2;2;220;Reservoir;Summer;59217
RO250R;RO250R;RO250;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.05091;-63.19594;RO2;NA;RO2-50;RO2;2;220;Reservoir;Summer;45693
RO251D;RO251D;RO251;1;DNA;Shallow;5;2016;Summer;2016-08-07;51.01549;-63.25632;RO2;NA;RO2-51;RO2;2;220;Reservoir;Summer;49203
RO251R;RO251R;RO251;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.01549;-63.25632;RO2;NA;RO2-51;RO2;2;220;Reservoir;Summer;29822
RO252D;RO252D;RO252;1;DNA;Shallow;5;2016;Summer;2016-08-08;50.94286;-63.34372;RO2;NA;RO2-52;RO2;2;221;Reservoir;Summer;29313
RO252R;RO252R;RO252;1;cDNA;Shallow;7;2016;Summer;2016-08-08;50.94286;-63.34372;RO2;NA;RO2-52;RO2;2;221;Reservoir;Summer;63138
RO253D;RO253D;RO253;1;DNA;Shallow;5;2016;Summer;2016-08-08;50.95873;-63.30883;RO2;NA;RO2-53;RO2;2;221;Reservoir;Summer;62747
RO254R;RO254R;RO254;1;cDNA;Shallow;7;2016;Summer;2016-08-08;50.86029;-63.18496;RO2;NA;RO2-54;RO2;2;221;Reservoir;Summer;32944
RO255D;RO255D;RO255;1;DNA;Shallow;5;2016;Summer;2016-08-10;50.8422;-63.18331;RO2;NA;RO2-55;RO2;2;223;Reservoir;Summer;58075
RO255R;RO255R;RO255;1;cDNA;Shallow;7;2016;Summer;2016-08-10;50.8422;-63.18331;RO2;NA;RO2-55;RO2;2;223;Reservoir;Summer;53503
RO256D;RO256D;RO256;1;DNA;Shallow;5;2016;Summer;2016-08-10;50.7984;-63.20644;RO2;NA;RO2-56;RO2;2;223;Reservoir;Summer;52171
RO256R;RO256R;RO256;1;cDNA;Shallow;7;2016;Summer;2016-08-10;50.7984;-63.20644;RO2;NA;RO2-56;RO2;2;223;Reservoir;Summer;24087
RO257D;RO257D;RO257;1;DNA;Shallow;5;2016;Summer;2016-08-10;50.75955;-63.2112;RO2;NA;RO2-57;RO2;2;223;Reservoir;Summer;61354
RO257R;RO257R;RO257;1;cDNA;Shallow;7;2016;Summer;2016-08-10;50.75955;-63.2112;RO2;NA;RO2-57;RO2;2;223;Reservoir;Summer;64156
RO261D;RO261D;RO261;1;DNA;Shallow;5;2016;Summer;2016-08-13;50.6547;-63.26506;RO2;NA;RO2-61;RO2;2;226;Reservoir;Summer;55368
RO297D;RO297D;RO297;1;DNA;Shallow;11;2017;Summer;2017-08-11;50.82479;-63.17999;RO2;NA;RO2-97;RO2;2;223;Reservoir;Summer;41484
RO297R;RO297R;RO297;1;cDNA;Shallow;12;2017;Summer;2017-08-11;50.82479;-63.17999;RO2;NA;RO2-97;RO2;2;223;Reservoir;Summer;63378
RO298.7m.D;RO298.7m.D;RO298.7m;1;DNA;Shallow;11;2017;Summer;2017-08-11;50.80039;-63.20394;Deep;NA;RO2-98_7m;RO2;2;223;Deep;Summer;37961
RO298.7m.R;RO298.7m.R;RO298.7m;1;cDNA;Shallow;12;2017;Summer;2017-08-11;50.80039;-63.20394;Deep;NA;RO2-98_7m;RO2;2;223;Deep;Summer;124975
RO298D;RO298D;RO298;1;DNA;Shallow;11;2017;Summer;2017-08-11;50.80039;-63.20394;RO2;NA;RO2-98;RO2;2;223;Reservoir;Summer;82730
RO298R;RO298R;RO298;1;cDNA;Shallow;12;2017;Summer;2017-08-11;50.80039;-63.20394;RO2;NA;RO2-98;RO2;2;223;Reservoir;Summer;87315
RO301.Hypo.D;RO301.Hypo.D;RO301.Hypo;1;DNA;Shallow;11;2017;Summer;2017-08-10;51.3118994887173;-63.4259373158468;Deep;NA;RO3-01hypo;RO3;2;222;Deep;Summer;38793
RO301.Hypo.R;RO301.Hypo.R;RO301.Hypo;1;cDNA;Shallow;12;2017;Summer;2017-08-10;51.3118994887173;-63.4259373158468;Deep;NA;RO3-01hypo;RO3;2;222;Deep;Summer;51193
RO301D;RO301D;RO301;1;DNA;Shallow;11;2017;Summer;2017-08-10;51.3118994887173;-63.4259373158468;RO3;NA;RO3-01;RO3;2;222;Reservoir;Summer;65102
RO301R;RO301R;RO301;1;cDNA;Shallow;12;2017;Summer;2017-08-10;51.3118994887173;-63.4259373158468;RO3;NA;RO3-01;RO3;2;222;Reservoir;Summer;82804
RO304D;RO304D;RO304;1;DNA;Shallow;11;2017;Summer;2017-08-10;51.1896697037461;-63.3588511506079;RO3;NA;RO3-04;RO3;2;222;Reservoir;Summer;68788
RO304R;RO304R;RO304;1;cDNA;Shallow;12;2017;Summer;2017-08-10;51.1896697037461;-63.3588511506079;RO3;NA;RO3-04;RO3;2;222;Reservoir;Summer;56234
RO307D;RO307D;RO307;1;DNA;Shallow;11;2017;Summer;2017-08-11;51.2830197766487;-63.3743239739394;RO3;NA;RO3-07;RO3;2;223;Reservoir;Summer;96706
RO307R;RO307R;RO307;1;cDNA;Shallow;12;2017;Summer;2017-08-11;51.2830197766487;-63.3743239739394;RO3;NA;RO3-07;RO3;2;223;Reservoir;Summer;56410
RO312D;RO312D;RO312;1;DNA;Shallow;11;2017;Autumn;2017-10-06;51.32493;-63.46063;RO3;NA;RO3-12;RO3;3;279;Reservoir;Autumn;66416
RO312R;RO312R;RO312;1;cDNA;Shallow;12;2017;Autumn;2017-10-06;51.32493;-63.46063;RO3;NA;RO3-12;RO3;3;279;Reservoir;Autumn;75980
RO316D;RO316D;RO316;1;DNA;Shallow;11;2017;Autumn;2017-10-06;51.26332;-63.3294;RO3;NA;RO3-16;RO3;3;279;Reservoir;Autumn;72405
RO316R;RO316R;RO316;1;cDNA;Shallow;12;2017;Autumn;2017-10-06;51.26332;-63.3294;RO3;NA;RO3-16;RO3;3;279;Reservoir;Autumn;81480
RO317D;RO317D;RO317;1;DNA;Shallow;11;2017;Autumn;2017-10-07;51.14686;-63.40013;RO3;NA;RO3-17;RO3;3;280;Reservoir;Autumn;59064
RO317R;RO317R;RO317;1;cDNA;Shallow;12;2017;Autumn;2017-10-07;51.14686;-63.40013;RO3;NA;RO3-17;RO3;3;280;Reservoir;Autumn;72008
RO318.Hypo.D;RO318.Hypo.D;RO318.Hypo;1;DNA;Shallow;11;2017;Autumn;2017-10-09;51.143681;-63.39917;Deep;NA;RO3-18hypo;RO3;3;282;Deep;Autumn;71883
RO318.Hypo.R;RO318.Hypo.R;RO318.Hypo;1;cDNA;Shallow;12;2017;Autumn;2017-10-09;51.143681;-63.39917;Deep;NA;RO3-18hypo;RO3;3;282;Deep;Autumn;66074
RO318D;RO318D;RO318;1;DNA;Shallow;11;2017;Autumn;2017-10-09;51.143162;-63.40057;RO3;NA;RO3-18;RO3;3;282;Reservoir;Autumn;74336
RO318R;RO318R;RO318;1;cDNA;Shallow;12;2017;Autumn;2017-10-09;51.143162;-63.40057;RO3;NA;RO3-18;RO3;3;282;Reservoir;Autumn;62166
S33D;S33D;S33;1;DNA;Shallow;7;2016;Summer;2016-08-04;51.36618;-63.87583;Soil;NA;SW33;NA;2;217;Soil;Summer;41991
S33R;S33R;S33;1;cDNA;Shallow;7;2016;Summer;2016-08-04;51.36618;-63.87583;Soil;NA;SW33;NA;2;217;Soil;Summer;27463
S34D;S34D;S34;1;DNA;Shallow;7;2016;Summer;2016-08-04;51.36654;-63.87719;Soil;NA;SW34;NA;2;217;Soil;Summer;42323
S34R;S34R;S34;1;cDNA;Shallow;7;2016;Summer;2016-08-04;51.36654;-63.87719;Soil;NA;SW34;NA;2;217;Soil;Summer;9126
S35D;S35D;S35;1;DNA;Shallow;7;2016;Summer;2016-08-05;51.21284;-63.92261;Soil;NA;SW35;NA;2;218;Soil;Summer;55250
S35R;S35R;S35;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.21284;-63.92261;Soil;NA;SW35;NA;2;218;Soil;Summer;24249
S36D;S36D;S36;1;DNA;Shallow;7;2016;Summer;2016-08-05;51.2095;-63.92092;Soil;NA;SW36;NA;2;218;Soil;Summer;64334
S36R;S36R;S36;1;cDNA;Shallow;7;2016;Summer;2016-08-05;51.2095;-63.92092;Soil;NA;SW36;NA;2;218;Soil;Summer;45854
S37D;S37D;S37;1;DNA;Shallow;7;2016;Summer;2016-08-07;51.20212;-63.9233;Soil;NA;SW37;NA;2;220;Soil;Summer;71876
S37R;S37R;S37;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.20212;-63.9233;Soil;NA;SW37;NA;2;220;Soil;Summer;63498
S39D;S39D;S39;1;DNA;Shallow;7;2016;Summer;2016-08-07;51.18631;-63.93174;Soil;NA;SW39;NA;2;220;Soil;Summer;74811
S39R;S39R;S39;1;cDNA;Shallow;7;2016;Summer;2016-08-07;51.18631;-63.93174;Soil;NA;SW39;NA;2;220;Soil;Summer;48960
S40D;S40D;S40;1;DNA;Shallow;7;2016;Summer;2016-08-09;51.303572;-63.869197;Soil;NA;SW40;NA;2;222;Soil;Summer;59564
S40R;S40R;S40;1;cDNA;Shallow;7;2016;Summer;2016-08-09;51.303572;-63.869197;Soil;NA;SW40;NA;2;222;Soil;Summer;53846
S42D;S42D;S42;1;DNA;Shallow;7;2016;Summer;2016-08-10;51.30536;-63.8649;Soil;NA;SW42;NA;2;223;Soil;Summer;42776
S42R;S42R;S42;1;cDNA;Shallow;7;2016;Summer;2016-08-10;51.30536;-63.8649;Soil;NA;SW42;NA;2;223;Soil;Summer;43790
SED315-s2-D;SED315-s2-D;SED315;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18145;-63.89828;Sediment;NA;NA;NA;1;168;Sediment;Spring;13577
SED316-s2-D;SED316-s2-D;SED316;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18873;-63.90278;Sediment;NA;NA;NA;1;168;Sediment;Spring;4836
SED317-s2-D;SED317-s2-D;SED317;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18144;-63.92325;Sediment;NA;NA;NA;1;168;Sediment;Spring;14183
SED318-s2-D;SED318-s2-D;SED318;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.22601;-63.91127;Sediment;NA;NA;NA;1;168;Sediment;Spring;3640
SED319-s2-D;SED319-s2-D;SED319;2;DNA;Shallow;1;2015;Spring;2015-06-17;50.21503;-63.89979;Sediment;NA;NA;NA;1;168;Sediment;Spring;2319
SEDL313-s2-D;SEDL313-s2-D;SEDL313;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.18194;-63.92686;Sediment;NA;NA;NA;1;167;Sediment;Spring;11707
SEDL314-s2-D;SEDL314-s2-D;SEDL314;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.17814;-63.92364;Sediment;NA;NA;NA;1;168;Sediment;Spring;14063
SEDL323D;SEDL323D;SEDL323;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18145;-63.92259;Sediment;NA;NA;NA;2;219;Sediment;Summer;8900
SEDL324D;SEDL324D;SEDL324;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18139;-63.89829;Sediment;NA;NA;NA;2;219;Sediment;Summer;7935
SEDL325D;SEDL325D;SEDL325;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.17887;-63.92581;Sediment;NA;NA;NA;2;219;Sediment;Summer;7751
SEDL326D;SEDL326D;SEDL326;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18167;-63.92587;Sediment;NA;NA;NA;2;219;Sediment;Summer;6920
SEDL327D;SEDL327D;SEDL327;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18924;-63.90315;Sediment;NA;NA;NA;2;219;Sediment;Summer;9825
SEDLR10-s2-D;SEDLR10-s2-D;SEDLR10;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.27356;-63.77532;Sediment;NA;NA;NA;1;165;Sediment;Spring;9750
SEDLR12-s2-D;SEDLR12-s2-D;SEDLR12;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.35785;-64.00396;Sediment;NA;NA;NA;1;165;Sediment;Spring;11858
SEDLR14-s2-D;SEDLR14-s2-D;SEDLR14;2;DNA;Shallow;1;2015;Spring;2015-06-14;52.09031;-63.83427;Sediment;NA;NA;NA;1;165;Sediment;Spring;10690
SEDLR35D;SEDLR35D;SEDLR35;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.35411;-63.99541;Sediment;NA;NA;NA;2;221;Sediment;Summer;10925
SEDLR36D;SEDLR36D;SEDLR36;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.23624;-63.77818;Sediment;NA;NA;NA;2;221;Sediment;Summer;12552
SEDLR39D;SEDLR39D;SEDLR39;1;DNA;Shallow;1;2015;Summer;2015-08-09;52.08602;-63.83853;Sediment;NA;NA;NA;2;221;Sediment;Summer;14087
SL322D;SL322D;SL322;1;DNA;Shallow;1;2015;Summer;2015-08-04;50.21165;-63.91142;Soil;LI-02;SL322;L;2;216;Soil;Summer;11870
SL323D;SL323D;SL323;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18924;-63.90315;Soil;LPR-04;SL323;L;2;219;Soil;Summer;23859
SL325D;SL325D;SL325;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.17887;-63.92581;Soil;LPR-02;SL325;L;2;219;Soil;Summer;19460
SL326D;SL326D;SL326;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18167;-63.92587;Soil;LPR-01;SL326;L;2;219;Soil;Summer;16538
SL327D;SL327D;SL327;1;DNA;Shallow;1;2015;Summer;2015-08-07;51.18145;-63.92259;Soil;LPS-05;SL327;L;2;219;Soil;Summer;28625
SLR01-s2-D;SLR01-s2-D;SLR01;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.55314;-63.21136;Downriver;LR-01;SLR01;LR;1;160;River;Spring;13330
SLR02-s2-D;SLR02-s2-D;SLR02;2;DNA;Shallow;1;2015;Spring;2015-06-09;50.43434;-63.25355;Downriver;LR-02    ;SLR02;LR;1;160;River;Spring;19086
SLR04-s2-D;SLR04-s2-D;SLR04;2;DNA;Shallow;1;2015;Spring;2015-06-15;50.3795;-63.26425;Downriver;LR-04;SLR04;LR;1;166;River;Spring;15665
SPR01-s2-D;SPR01-s2-D;SPR01;2;DNA;Shallow;1;2015;Spring;2015-06-07;51.368157;-63.876955;Soil;PR-01A;SPR01;PR;1;158;Soil;Spring;16805
SPR02-s2-D;SPR02-s2-D;SPR02;2;DNA;Shallow;1;2015;Spring;2015-06-08;51.21028;-63.92063;Soil;PR-01B;SPR02;PR;1;159;Soil;Spring;16317
SPR03-s2-D;SPR03-s2-D;SPR03;2;DNA;Shallow;1;2015;Spring;2015-06-13;51.20287;-63.92476;Soil;PR-05A;SPR03;PR;1;164;Soil;Spring;18556
SPR04-s2-D;SPR04-s2-D;SPR04;2;DNA;Shallow;1;2015;Spring;2015-06-13;51.1863;-63.9319;Soil;PR-06A;SPR4;PR;1;164;Soil;Spring;20771
SPR05-s2-D;SPR05-s2-D;SPR05;2;DNA;Shallow;1;2015;Spring;2015-06-14;51.303572;-63.869197;Soil;PR-03A;SPR05;PR;1;165;Soil;Spring;12246
SPR06-s2-D;SPR06-s2-D;SPR06;2;DNA;Shallow;1;2015;Spring;2015-06-16;51.30408;-63.85239;Soil;PR-02A;SPR06;PR;1;167;Soil;Spring;18676
SPR07-s2-D;SPR07-s2-D;SPR07;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.17814;-63.92364;Soil;LPR-02;SPR07;L;1;168;Soil;Spring;9714
SPR08-s2-D;SPR08-s2-D;SPR08;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18873;-63.90278;Soil;LPR-04;SPR08;L;1;168;Soil;Spring;16344
SPR09-s2-D;SPR09-s2-D;SPR09;2;DNA;Shallow;1;2015;Spring;2015-06-17;51.18144;-63.92325;Soil;LPR-05;SPR09;L;1;168;Soil;Spring;11006
